record_id	stage	reason_code	reason_notes	source	url
PMID_34722803	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34722803/
PMID_34664271	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34664271/
PMID_34662368	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34662368/
PMID_34632601	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34632601/
PMID_34619935	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34619935/
PMID_34558035	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34558035/
PMID_34454704	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34454704/
PMID_34452578	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34452578/
PMID_34434283	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34434283/
PMID_34429079	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34429079/
PMID_34380470	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34380470/
PMID_34363620	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34363620/
PMID_34348689	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34348689/
PMID_34342174	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34342174/
PMID_34307280	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34307280/
PMID_34288949	title_abstract	NOT_VAGINAL_SELF_SAMPLING	Urine self-sampling or vaginal self-sampling not confirmed.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34288949/
PMID_34181439	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34181439/
PMID_34147103	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34147103/
PMID_34135643	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34135643/
PMID_34059349	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34059349/
PMID_34058992	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34058992/
PMID_34048166	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34048166/
PMID_34042592	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34042592/
PMID_34039341	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34039341/
PMID_34011537	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/34011537/
PMID_33987791	title_abstract	INSUFFICIENT_ABSTRACT_INFO	Abstract too short for core charting fields.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33987791/
PMID_33972367	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33972367/
PMID_33931022	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33931022/
PMID_33929873	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33929873/
PMID_33915878	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33915878/
PMID_33901223	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33901223/
PMID_33888014	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33888014/
PMID_33866830	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33866830/
PMID_33845657	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33845657/
PMID_33836137	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33836137/
PMID_33678239	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33678239/
PMID_33674367	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33674367/
PMID_33662921	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33662921/
PMID_33534543	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33534543/
PMID_33528874	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33528874/
PMID_33517761	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33517761/
PMID_33498187	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33498187/
PMID_33496271	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33496271/
PMID_33426639	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33426639/
PMID_33411253	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33411253/
PMID_33407355	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33407355/
PMID_33371824	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33371824/
PMID_33369457	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33369457/
PMID_33368281	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33368281/
PMID_33358719	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33358719/
PMID_33347045	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33347045/
PMID_33323451	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33323451/
PMID_33306681	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33306681/
PMID_33292341	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33292341/
PMID_33276740	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33276740/
PMID_33154056	title_abstract	PROTOCOL_NO_OUTCOMES	Protocol/design paper; not a primary implementation outcome report.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33154056/
PMID_33124048	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33124048/
PMID_33112548	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33112548/
PMID_33110442	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33110442/
PMID_33106753	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33106753/
PMID_33105451	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33105451/
PMID_33090114	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33090114/
PMID_33087164	title_abstract	PROTOCOL_NO_OUTCOMES	Protocol/design paper; not a primary implementation outcome report.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33087164/
PMID_33072178	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33072178/
PMID_33028395	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/33028395/
PMID_32997803	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32997803/
PMID_32971056	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32971056/
PMID_32963299	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32963299/
PMID_32948569	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32948569/
PMID_32943435	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32943435/
PMID_32917643	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32917643/
PMID_32894896	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32894896/
PMID_32817627	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32817627/
PMID_32800820	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32800820/
PMID_32783300	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32783300/
PMID_32764891	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32764891/
PMID_32757469	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32757469/
PMID_32744371	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32744371/
PMID_32738484	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32738484/
PMID_32697666	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32697666/
PMID_32676125	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32676125/
PMID_32660432	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32660432/
PMID_32583223	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32583223/
PMID_32577128	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32577128/
PMID_32552740	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32552740/
PMID_32542644	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32542644/
PMID_32527254	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32527254/
PMID_32507287	title_abstract	NOT_CERVICAL_SCREENING	Not cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32507287/
PMID_32506627	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32506627/
PMID_32458647	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32458647/
PMID_32456679	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32456679/
PMID_32438041	title_abstract	INSUFFICIENT_ABSTRACT_INFO	Abstract too short for core charting fields.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32438041/
PMID_32413363	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32413363/
PMID_32411484	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32411484/
PMID_32379782	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32379782/
PMID_32344565	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32344565/
PMID_32321395	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32321395/
PMID_32320451	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32320451/
PMID_32295562	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32295562/
PMID_32295116	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32295116/
PMID_32247010	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32247010/
PMID_32212991	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32212991/
PMID_32182634	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32182634/
PMID_32168174	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32168174/
PMID_32156766	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32156766/
PMID_32132051	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32132051/
PMID_32086940	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32086940/
PMID_32061377	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32061377/
PMID_32053659	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32053659/
PMID_32037532	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32037532/
PMID_32005202	title_abstract	PROTOCOL_NO_OUTCOMES	Protocol/design paper; not a primary implementation outcome report.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32005202/
PMID_32001660	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/32001660/
PMID_31958789	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31958789/
PMID_31924133	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31924133/
PMID_31896295	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31896295/
PMID_31829241	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31829241/
PMID_31812369	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31812369/
PMID_31804231	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31804231/
PMID_31802062	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31802062/
PMID_31800158	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31800158/
PMID_31771594	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31771594/
PMID_31728894	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31728894/
PMID_31698891	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31698891/
PMID_31685510	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31685510/
PMID_31647013	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31647013/
PMID_31645991	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31645991/
PMID_31539637	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31539637/
PMID_31516679	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31516679/
PMID_31489868	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31489868/
PMID_31489627	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31489627/
PMID_31477083	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31477083/
PMID_31464941	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31464941/
PMID_31450917	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31450917/
PMID_31395060	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31395060/
PMID_31391418	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31391418/
PMID_31370810	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31370810/
PMID_31353682	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31353682/
PMID_31328458	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31328458/
PMID_31319838	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31319838/
PMID_31307906	title_abstract	PROTOCOL_NO_OUTCOMES	Protocol/design paper; not a primary implementation outcome report.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31307906/
PMID_31307736	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31307736/
PMID_31289088	title_abstract	PROTOCOL_NO_OUTCOMES	Protocol/design paper; not a primary implementation outcome report.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31289088/
PMID_31251820	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31251820/
PMID_31246997	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31246997/
PMID_31219489	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31219489/
PMID_31189673	title_abstract	PROTOCOL_NO_OUTCOMES	Protocol/design paper; not a primary implementation outcome report.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31189673/
PMID_31185496	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31185496/
PMID_31179035	title_abstract	SECONDARY_REVIEW	Secondary evidence (review) not charted.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31179035/
PMID_31154712	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31154712/
PMID_31154711	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31154711/
PMID_31127861	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31127861/
PMID_31121439	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31121439/
PMID_31097279	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31097279/
PMID_31088688	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31088688/
PMID_31085204	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31085204/
PMID_31057989	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31057989/
PMID_31054569	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31054569/
PMID_31042762	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31042762/
PMID_31030492	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31030492/
PMID_31002883	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/31002883/
PMID_30978414	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/30978414/
PMID_30955437	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/30955437/
PMID_30922187	title_abstract	NOT_CERVICAL_SCREENING	Not clearly HPV self-sampling in cervical screening context.	PubMed	https://pubmed.ncbi.nlm.nih.gov/30922187/
PMID_30888517	title_abstract	NOT_UNDERSCREENED_FOCUS	Does not clearly target underscreened/nonattender populations.	PubMed	https://pubmed.ncbi.nlm.nih.gov/30888517/
